id_powerplant,name_powerplant,gross_cap_ele,ini_cap_ele,gross_cap_th,name_status,name_technology,name_subtechnology,start_year,latitude,longitude,exact_coordinates,name_region_L2,NUTS2_code,name_region_L1,NUTS1_code,name_country,name_continent,max_well_depth,min_temp,max_temp,min_flow_rate,max_flow_rate,no_units,name_geothermal_area,name_turbine_type,turbine_man,name_owner,name_operator
96,Bruchsal,0.44,0.55,5.5,"in operation","Geothermal energy","Geothermal power",2009,49.1252,8.5671,0,Karlsruhe,DE12,Baden-Württemberg,DE1,Germany,Europe,NULL,NULL,NULL,NULL,NULL,2,Bruchsal,Kalina,"Siemens AG","ewb & EnBW",EnBW
97,Dürrnhaar,7,5.5,NULL,"in operation","Geothermal energy","Geothermal power",2012,47.9961,11.7259,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,3720,NULL,135,NULL,135,2,Dürrnhaar,ORC,"Turboden S.p.A.","Stadtwerke München","Stadtwerke München"
98,Oberhaching-Laufzorn,4.3,4.3,40,"in operation","Geothermal energy","Geothermal power",2014,48.02,11.5626,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,4453,130,130,150,150,1,Oberhaching-Laufzorn,ORC,"Atlas Copco AB","Erdwärme Grünwald GmbH","Erdwärme Grünwald GmbH"
99,Traunreut,5.5,5.5,12,"in operation","Geothermal energy","Geothermal power",2016,47.9731,12.5796,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,5412,118,118,NULL,NULL,1,Traunreut,ORC,"Turboden S.p.A.",NULL,"Geothermische Kraftwerksgesellschaft Traunreut mbH "
100,Kirchstockach,7,5.5,NULL,"in operation","Geothermal energy","Geothermal power",2013,48.0272,11.6878,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,3730,139,139,145,145,7,Kirchstockach,ORC,"Turboden S.p.A.","Stadtwerke München","Stadtwerke München"
101,Insheim,4.8,4.8,8,"in operation","Geothermal energy","Geothermal power",2013,49.1539,8.15306,1,Rheinhessen-Pfalz,DEB3,Rhineland-Palatinate,DEB,Germany,Europe,NULL,160,165,50,80,6,Landau,ORC,"Ormat Technologies Inc","Pfalzwerke geofuture GmbH","Pfalzwerke geofuture GmbH"
102,Landau,0.79,3.5,5,"in operation","Geothermal energy","Geothermal power",2007,49.1866,8.12336,1,Rheinhessen-Pfalz,DEB3,Rhineland-Palatinate,DEB,Germany,Europe,NULL,NULL,NULL,NULL,NULL,2,Landau,ORC,"Ormat Technologies Inc","Geysir Europe GmbH","geox GmbH"
103,Sauerlach,5,5,4,"in operation","Geothermal energy","Geothermal power",2012,47.9724,11.6686,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,5567,143,143,110,110,3,Sauerlach,ORC,"Turboden S.p.A.","Stadtwerke München","Stadtwerke München"
104,Unterhaching,3.36,3.36,38,"in operation","Geothermal energy","Geothermal power",2007,48.0238,11.6209,1,Oberbayern,DE21,Bavaria,DE2,Germany,Europe,3580,122,122,150,150,3,Unterhaching,Kalina,"Siemens AG","Geothermie Unterhaching GmbH","Geothermie Unterhaching GmbH"
105,Bjarnaflag,3,3.2,NULL,"in operation","Geothermal energy","Geothermal power",1969,65.6469,-16.8469,0,Iceland,IS00,Iceland,IS0,Iceland,Europe,NULL,NULL,NULL,NULL,NULL,1,Bjarnaflag,"Back pressure","British Thomson-Houston Co Ltd.",Landsvirkjun,Landsvirkjun
106,"Hellisheidi 1",270,270,400,"in operation","Geothermal energy","Geothermal power",2006,64.0372,-21.4008,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,2200,180,180,500,500,1,Hellisheidi,"Double flash","Mitsubishi Group","ON Power","ON Power"
107,"Hellisheidi 2",33,33,NULL,"in operation","Geothermal energy","Geothermal power",2007,64.0372,-21.4008,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,2200,180,180,500,500,1,Hellisheidi,"Double flash","Toshiba Corporation","ON Power","ON Power"
108,Husavik,2,2,14,"in operation","Geothermal energy","Geothermal power",2000,66.0476,-17.3435,0,Iceland,IS00,Iceland,IS0,Iceland,Europe,NULL,120,120,90,90,1,Husavik,Kalina,"Rotoflow Corp Inc.",NULL,"Orkuveitu Hüsavikur"
109,Svartsengi,66,66,150,"in operation","Geothermal energy","Geothermal power",1977,63.8786,-22.4328,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,NULL,NULL,NULL,NULL,NULL,1,Svartsengi,"Single flash","Fuji Electric Co. Ltd.","HS Orka OF","HS Orka OF"
110,Svartsengi,8.4,8.4,NULL,"in operation","Geothermal energy","Geothermal power",2007,63.8786,-22.4328,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,NULL,NULL,NULL,NULL,NULL,1,Svartsengi,ORC,"Ormat Technologies Inc","HS Orka OF","HS Orka OF"
111,Krafla,60,60,NULL,"in operation","Geothermal energy","Geothermal power",1978,65.7029,-16.7744,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,NULL,NULL,NULL,NULL,NULL,1,Krafla,"Double flash","Mitsubishi Group",Landsvirkjun,Landsvirkjun
112,Nesjavellir,120,120,300,"in operation","Geothermal energy","Geothermal power",1998,64.1082,-21.2566,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,2200,NULL,NULL,NULL,NULL,1,Nesjavellir,"Single flash","Mitsubishi Group","ON Power","ON Power"
113,Reykjanesvirkjun,100,100,NULL,"in operation","Geothermal energy","Geothermal power",2006,63.8264,-22.6819,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,2700,290,320,NULL,NULL,2,Reykjanes,"Single flash","Fuji Electric Co. Ltd.","HS Orka OF","HS Orka OF"
114,"Carboli 1",15.4,20,NULL,"in operation","Geothermal energy","Geothermal power",1998,43.1369,10.8291,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
115,"Carboli 2",15.4,20,NULL,"in operation","Geothermal energy","Geothermal power",1997,43.1361,10.829,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
116,"Cornia 2",12,20,NULL,"in operation","Geothermal energy","Geothermal power",1994,43.166,10.806,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
117,"Nuova Lagoni Rossi",12.7,20,NULL,"in operation","Geothermal energy","Geothermal power",2009,43.1667,10.7846,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,2,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
118,"Le Prata",18,20,NULL,"in operation","Geothermal energy","Geothermal power",1996,43.1962,10.8322,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,2,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
119,Monteverdi1,17.8,20,NULL,"in operation","Geothermal energy","Geothermal power",1997,43.1861,10.7655,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,2,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
120,Monteverdi2,15.6,20,NULL,"in operation","Geothermal energy","Geothermal power",1997,43.1973,10.7652,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
121,"Nuova Lago",10.9,10,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.1557,10.8145,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
122,"Nuova Monterotondo",8,10,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.1517,10.8497,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,3,"Lardarello ","Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
123,"Nuova San Martino",36.2,40,NULL,"in operation","Geothermal energy","Geothermal power",2005,43.1452,10.8321,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
124,"Nuova Sasso",14,20,NULL,"in operation","Geothermal energy","Geothermal power",1996,43.1755,10.853,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
125,"Sasso 2",16.7,20,NULL,"in operation","Geothermal energy","Geothermal power",2009,43.1755,10.854,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
126,"Nuova Serrazzano",47.5,60,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.2042,10.8002,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
127,"Selva 1",18.3,20,NULL,"in operation","Geothermal energy","Geothermal power",1999,43.1809,10.8832,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,4,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
128,Farinello,52.4,60,NULL,"in operation","Geothermal energy","Geothermal power",1995,43.2385,10.9045,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
129,"Nuova Castelnuovo",14.9,14.5,NULL,"in operation","Geothermal energy","Geothermal power",2000,43.2169,10.9051,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
130,"Nuova Gabbro",19.1,20,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.2611,10.8854,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
131,"Nuova Lardarello 3",16.6,20,NULL,"in operation","Geothermal energy","Geothermal power",2005,43.2042,10.8002,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
132,"Nuova Molinetto",14.5,20,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.2115,10.8586,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
133,"Sesta 1",13.9,20,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.2296,10.9475,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
134,"Valle Secolo 1",55.3,60,NULL,"in operation","Geothermal energy","Geothermal power",1991,43.2362,10.8675,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,3,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
135,"Valle Secolo 2",55.3,60,NULL,"in operation","Geothermal energy","Geothermal power",1992,43.2362,10.8675,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,3,"Lardarello ","Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
136,"Bagnore 3",19.9,20,NULL,"in operation","Geothermal energy","Geothermal power",1998,42.8422,11.559,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Amiata,"Single flash","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
137,"Bagnore Binary",1,1,NULL,"in operation","Geothermal energy","Geothermal power",2013,42.8422,11.558,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,3,Amiata,ORC,"Exergy S.p.A.","ENEL GP","ENEL GP"
138,"Bagnore 4",40,40,NULL,"in operation","Geothermal energy","Geothermal power",2014,42.8407,11.5575,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,3,Amiata,"Single flash","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
139,"Piancastagnaio 3",20,20,NULL,"in operation","Geothermal energy","Geothermal power",1990,42.8332,11.7003,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,NULL,Amiata,"Single flash","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
140,"Piancastagnaio 4",20,20,NULL,"in operation","Geothermal energy","Geothermal power",1991,42.858,11.7056,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Amiata,"Single flash","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
141,"Piancastagnaio 5",20,20,NULL,"in operation","Geothermal energy","Geothermal power",1996,42.8569,11.7029,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Amiata,"Single flash","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
142,"Chiusdino 1",19.4,20,NULL,"in operation","Geothermal energy","Geothermal power",2010,43.1606,11.0638,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
143,"Nuova Radicondoli",39.5,40,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.1934,11.045,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
144,"Nuova Radicondoli 2",19.4,20,NULL,"in operation","Geothermal energy","Geothermal power",2010,43.1931,11.0451,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,2,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
145,Pianacce,14.1,20,NULL,"in operation","Geothermal energy","Geothermal power",1987,43.2104,11.0311,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
146,"Rancia 1",19.1,20,NULL,"in operation","Geothermal energy","Geothermal power",1986,43.214,11.0468,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
147,"Rancia 2",19.1,20,NULL,"in operation","Geothermal energy","Geothermal power",1988,43.2103,11.0354,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,NULL,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
148,"Travale 3",16.5,20,NULL,"in operation","Geothermal energy","Geothermal power",2000,43.1711,11.0389,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Franco Tosi Meccanica S.p.A.","ENEL GP","ENEL GP"
149,"Travale 4",38.9,40,NULL,"in operation","Geothermal energy","Geothermal power",2002,43.1686,11.038,1,Tuscany,ITI1,Centre,ITI,Italy,Europe,NULL,NULL,NULL,NULL,NULL,1,Travale-Radiocondoli,"Dry steam","Nuovo Pignone","ENEL GP","ENEL GP"
150,"Ribeira Grande 1",5,5,NULL,"in operation","Geothermal energy","Geothermal power",1994,37.7823,-25.4892,1,Azores,PT20,Azores,PT2,Portugal,Europe,NULL,250,250,NULL,NULL,2,"Pico Vermelho-Ribeira Grande",ORC,"Ormat Technologies Inc",SOGEO,"EDA Renovaveis S.A."
151,"Ribeira Grande 2",8,8,NULL,"in operation","Geothermal energy","Geothermal power",1998,37.7823,-25.4892,1,Azores,PT20,Azores,PT2,Portugal,Europe,NULL,250,250,NULL,NULL,2,"Pico Vermelho-Ribeira Grande",ORC,"Ormat Technologies Inc",SOGEO,"EDA Renovaveis S.A."
152,"Pico Vermelho",13,13,NULL,"in operation","Geothermal energy","Geothermal power",2006,37.8017,-25.5046,1,Azores,PT20,Azores,PT2,Portugal,Europe,NULL,250,250,NULL,NULL,1,"Pico Vermelho-Ribeira Grande",ORC,"Ormat Technologies Inc",SOGEO,"EDA Renovaveis S.A."
153,"CE Iosia Nord",0.05,0.05,NULL,"in operation","Geothermal energy","Geothermal power",2012,47.0675,21.9061,0,North-West,RO11,One,RO1,Romania,Europe,NULL,105,105,10,10,1,Oradea,ORC,ElectraTherm,NULL,"Transgex SA"
154,"Efeler 1 ",47.4,47.4,NULL,"in operation","Geothermal energy","Geothermal power",2015,37.8787,27.608,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,"Double flash","Mitsubishi Group",GURMAT,"Guris Group"
155,"Efeler 2",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2014,37.8627,27.6253,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc",GURMAT,"Guris Group"
156,"Efeler 3",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2015,37.8613,27.6471,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc",GURMAT,"Guris Group"
157,"Efeler 4",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8677,27.64,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,3,Germencik,ORC,"Ormat Technologies Inc",GURMAT,"Guris Group"
158,Deniz,24,24,NULL,"in operation","Geothermal energy","Geothermal power",2012,37.8693,27.6002,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,NULL,Germencik,ORC,"Ormat Technologies Inc","Maren Energy","Maren Energy"
159,Irem,22,24,NULL,"in operation","Geothermal energy","Geothermal power",2011,37.8861,27.5813,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc","Maren Energy","Maren Energy"
160,Sinem,24,24,NULL,"in operation","Geothermal energy","Geothermal power",2012,37.8656,27.5948,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc","Maren Energy","Maren Energy"
161,"Kerem 3",25,25,NULL,"in operation","Geothermal energy","Geothermal power",2014,37.8656,27.5853,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc","Maren Energy","Maren Energy"
162,Ken,24,24,NULL,"in operation","Geothermal energy","Geothermal power",2015,37.8508,27.9043,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,4,Germencik,ORC,"Ormat Technologies Inc","Maren Energy","Maren Energy"
163,"Gürmat 1",47.4,47.4,NULL,"in operation","Geothermal energy","Geothermal power",2009,37.8848,27.6313,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,"Double flash","Mitsubishi Group",GURMAT,"Guris Group"
164,"Kubilay 1",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.828,27.5421,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Morali,ORC,"Exergy S.p.A.",NULL,"Bestepeler (Karizma)"
165,"Pamukören 1+2",45,45,NULL,"in operation","Geothermal energy","Geothermal power",2014,37.9228,28.5318,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Pamukoren,ORC,"Atlas Copco AB","Celikler Holding",NULL
166,"Pamukören 3+4",45,45,NULL,"in operation","Geothermal energy","Geothermal power",2015,37.9228,28.5318,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Pamukoren,ORC,"Atlas Copco AB","Celikler Holding",NULL
167,"Pamukören 5",22.5,22.5,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.9228,28.5318,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,NULL,Pamukoren,ORC,"Atlas Copco AB","Celikler Holding",NULL
168,"Gumuskoy 1",13.2,13.2,NULL,"in operation","Geothermal energy","Geothermal power",2014,37.8592,27.477,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,2000,182,182,NULL,NULL,1,Gumuskoy,ORC,"Ormat Technologies Inc","BM Holdings","BM Holdings"
169,"Dora 1 ",7.5,7.95,NULL,"in operation","Geothermal energy","Geothermal power",2006,37.8765,28.0953,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Salavatli,ORC,"Ormat Technologies Inc","MB Group","MB Group"
170,"Dora 2",9.5,17,NULL,"in operation","Geothermal energy","Geothermal power",2010,37.8578,28.0921,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Salavatli,ORC,"Ormat Technologies Inc","MB Group","MB Group"
171,"Dora 3",34,40,NULL,"in operation","Geothermal energy","Geothermal power",2014,37.8569,28.0726,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,2,Salavatli,ORC,"Ormat Technologies Inc","MB Group","MB Group"
172,"Dora 4",17,17,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8738,28.1028,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Salavatli,ORC,"Ormat Technologies Inc","MB Group","MB Group"
173,"Sultanhisar 1",14,14,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8959,28.1735,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Salavatli,ORC,"Atlas Copco AB",NULL,"Celikler Holding"
174,"Umurlu 1",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8526,27.9276,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Umurlu-Yilmazkoy,ORC,"Exergy S.p.A.",NULL,"Karkey Karadeniz Elektrik "
175,"Umurlu 2",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8535,27.9275,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Umurlu-Yilmazkoy,ORC,"Exergy S.p.A.",NULL,"Karkey Karadeniz Elektrik "
176,"Ken Kipas 3",25,25,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8368,27.9038,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Umurlu-Yilmazkoy,ORC,"Exergy S.p.A.",NULL,"Kipas Holding"
177,Mehmethan,25,25,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.8977,27.6065,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Umurlu-Yilmazkoy,ORC,"Exergy S.p.A.",NULL,"Kipas Holding"
178,Degirmenci,0.84,0.84,NULL,"in operation","Geothermal energy","Geothermal power",2012,41.311,26.7004,0,"Tekirdağ Subregion",TR21,"West Marmara Region",TR2,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,2,Degirmenci,Other,"Pratt & Whitney Company Inc.",NULL,Degirmenci
179,"Greeneco 1",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.9343,28.7971,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,ORC,"Exergy S.p.A.",NULL,Greeneco
180,"Greeneco 2",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,37.934,28.7979,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,ORC,"Exergy S.p.A.",NULL,"Zorlu Energy"
181,Bereket,6.5,6.85,NULL,"in operation","Geothermal energy","Geothermal power",2007,37.957,28.8431,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,ORC,"Ormat Technologies Inc","Bereket Enerji","Bereket Enerji"
182,"Kizildere 1",15,15,19.8,"in operation","Geothermal energy","Geothermal power",1984,37.96,28.8712,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,185,185,NULL,NULL,1,Kizildere,"Triple flash","Franco Tosi Meccanica S.p.A.",NULL,"Zorlu Energy"
183,"Kizildere 2",80,80,NULL,"in operation","Geothermal energy","Geothermal power",2013,37.9478,28.867,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,185,185,NULL,NULL,1,Kizildere,Hybrid,"Fuji Electric Co. Ltd.",NULL,"Zorlu Energy"
184,Akca,3.8,3.8,NULL,"in operation","Geothermal energy","Geothermal power",2015,37.9706,28.9427,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Tosunlar,ORC,"Exergy S.p.A.",NULL,"Akca Enerji"
185,"Türkeler 1",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2014,38.3425,28.5569,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Ormat Technologies Inc","Türkeler Enerji","Türkeler Enerji"
186,"Türkeler 2",24,24,NULL,"in operation","Geothermal energy","Geothermal power",2016,38.3425,28.5569,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Ormat Technologies Inc","Türkeler Enerji","Türkeler Enerji"
