id_powerplant,name_powerplant,gross_cap_ele,ini_cap_ele,gross_cap_th,name_status,name_technology,name_subtechnology,start_year,latitude,longitude,exact_coordinates,name_region_L2,NUTS2_code,name_region_L1,NUTS1_code,name_country,name_continent,max_well_depth,min_temp,max_temp,min_flow_rate,max_flow_rate,no_units,name_geothermal_area,name_turbine_type,turbine_man,name_owner,name_operator
187,"Kemaliye 1",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,38.4483,28.4283,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Exergy S.p.A.","Enerjeo Kemaliye JES","Enerjeo Kemaliye JES"
188,"Kemaliye 2",12,12,NULL,"in operation","Geothermal energy","Geothermal power",2016,38.4483,28.4283,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Exergy S.p.A.","Enerjeo Kemaliye JES","Enerjeo Kemaliye JES"
189,"Alasehir JES",45,45,NULL,"in operation","Geothermal energy","Geothermal power",2015,38.4014,28.5042,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,Hybrid,"Toshiba Corporation",NULL,"Zorlu Energy"
190,"Babadere JES",8,8,NULL,"in operation","Geothermal energy","Geothermal power",2015,39.6064,26.1853,0,"Balıkesir Subregion",TR22,"West Marmara Region",TR2,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Tuzla,ORC,"Atlas Copco AB",NULL,"Mtn Enerji"
191,"Dardanel Tuzla",7.5,7.5,NULL,"in operation","Geothermal energy","Geothermal power",2010,39.5539,26.1612,0,"Balıkesir Subregion",TR22,"West Marmara Region",TR2,Turkey,Europe,NULL,173,173,NULL,NULL,1,Tuzla,ORC,"Ormat Technologies Inc","Enda Enerji","Tuzla Geothermal"
192,"Olkaria I",15,15,NULL,"in operation","Geothermal energy","Geothermal power",1981,-0.893017,36.3085,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
193,"Olkaria I",15,15,NULL,"in operation","Geothermal energy","Geothermal power",1982,-0.893017,36.3085,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,2,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
194,"Olkaria I",15,15,NULL,"in operation","Geothermal energy","Geothermal power",1985,-0.893017,36.3085,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
195,"Olkaria I (unit 4)",75,75,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.893017,36.3085,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Toyota Tsusho Corporation",KenGen,KenGen
196,"Olkaria I (unit 5)",75,75,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.893017,36.3085,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Toyota Tsusho Corporation",KenGen,KenGen
197,"Olkaria II",35,35,NULL,"in operation","Geothermal energy","Geothermal power",2003,-0.866487,36.2992,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,3,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
198,"Olkaria II",35,35,NULL,"in operation","Geothermal energy","Geothermal power",2003,-0.866487,36.2992,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,2,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
199,"Olkaria II",35,35,NULL,"in operation","Geothermal energy","Geothermal power",2010,-0.866487,36.2992,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,2,Olkaria,"Single flash","Mitsubishi Group",KenGen,KenGen
200,"OrPower 4 (Olkaria III)",13,13,NULL,"in operation","Geothermal energy","Geothermal power",2000,-0.890612,36.2891,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,ORC,"Ormat Technologies Inc","Orpower 4 Inc","Orpower 4 Inc"
201,"OrPower 4 (Olkaria III)",71,71,NULL,"in operation","Geothermal energy","Geothermal power",2009,-0.890612,36.2891,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,2,Olkaria,ORC,"Ormat Technologies Inc","Orpower 4 Inc","Orpower 4 Inc"
202,"OrPower 4 (Olkaria III)",26,26,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.890612,36.2891,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,ORC,"Ormat Technologies Inc","Orpower 4 Inc","Orpower 4 Inc"
203,"OrPower 4 (Olkaria III unit 3a)",14.5,13,NULL,"in operation","Geothermal energy","Geothermal power",2016,-0.890612,36.2891,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Ormat Technologies Inc","Orpower 4 Inc","Orpower 4 Inc"
204,"OrPower 4 (Olkaria III unit 3b)",14.5,13,NULL,"in operation","Geothermal energy","Geothermal power",2016,-0.890612,36.2891,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,6,Olkaria,"Single flash","Ormat Technologies Inc","Orpower 4 Inc","Orpower 4 Inc"
205,"Olkaria IV (unit 1)",70,70,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.918675,36.3339,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,2,Olkaria,"Single flash","Toyota Tsusho Corporation",KenGen,KenGen
206,"Olkaria IV (unit 2)",70,70,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.918675,36.3339,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Toyota Tsusho Corporation",KenGen,KenGen
207,"Olkaria I Wellhead",30,30,NULL,"in operation","Geothermal energy","Geothermal power",2012,-0.891277,36.2954,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash",NULL,KenGen,KenGen
208,Oserian,1.8,1,NULL,"in operation","Geothermal energy","Geothermal power",2007,-0.850731,36.2908,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Elliott Group","Oserian Company","Oserian Company"
209,Oserian,2.5,1.9,18,"in operation","Geothermal energy","Geothermal power",2003,-0.850731,36.2908,1,NULL,NULL,Nakuru,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,3,Olkaria,ORC,"Ormat Technologies Inc","Oserian Company","Oserian Company"
210,"Olkaria IV Wellhead (43)",12.8,12.8,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.918199,36.3343,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Elliott Group","Oserian Development","Oserian Development"
211,"Olkaria I Wellhead (37)",8.3,8.3,NULL,"in operation","Geothermal energy","Geothermal power",2013,-0.891277,36.2954,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Olkaria,"Single flash","Elliott Group","Oserian Development","Oserian Development"
212,"Olkaria IV Wellhead",30,30,NULL,"in operation","Geothermal energy","Geothermal power",2014,-0.918199,36.3343,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,NULL,Olkaria,"Single flash","Elliott Group","Oserian Development","Oserian Development"
213,Eburru,2.5,2.5,NULL,"in operation","Geothermal energy","Geothermal power",2012,-0.64052,36.2488,1,NULL,NULL,NULL,NULL,Kenya,Africa,NULL,NULL,NULL,NULL,NULL,1,Eburru,ORC,"Elliott Group",KenGen,KenGen
214,Aluto-Langano,4,7.3,NULL,"in operation","Geothermal energy","Geothermal power",1998,7.8813,38.7069,0,NULL,NULL,Oromia,NULL,Ethiopia,Africa,NULL,NULL,NULL,NULL,NULL,1,Aluto-Langano,ORC,"Ormat Technologies Inc",EEPCo,EEPCo
215,Birdsville,0.12,0.12,NULL,"in operation","Geothermal energy","Geothermal power",1992,-25.8968,139.352,1,NULL,NULL,Queensland,NULL,Australia,Oceania,NULL,NULL,NULL,NULL,NULL,1,Birdsville,ORC,"Enreco Pty Ltd.","Ergon Energy Corp Ltd","Ergon Energy Corp Ltd"
216,Habanero,1,1,NULL,"in operation","Geothermal energy","Geothermal power",2013,-27.7075,140.739,0,NULL,NULL,"South Australia",NULL,Australia,Oceania,NULL,NULL,NULL,NULL,NULL,1,Innamincka,ORC,"Peter Brotherhood Ltd.","Geodynamics Ltd  ","Geodynamics Ltd  "
218,Ohaaki,40,40,NULL,"in operation","Geothermal energy","Geothermal power",1989,-38.5277,176.294,1,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,1750,NULL,NULL,NULL,NULL,1,Ohaaki,"Single flash",NULL,"Contact Energy","Contact Energy"
219,Rotokawa,34,34,NULL,"in operation","Geothermal energy","Geothermal power",2000,-38.6121,176.193,1,NULL,NULL,NULL,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Rotokawa,Hybrid,"Ormat Technologies Inc","Mighty River Power","Mighty River Power"
220,"Nga Awa Purua",140,140,NULL,"in operation","Geothermal energy","Geothermal power",2010,-38.6139,176.184,1,NULL,NULL,NULL,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Rotokawa,"Triple flash","Fuji Electric Co. Ltd.","Mighty River Power","Mighty River Power"
221,Mokai,113,113,NULL,"in operation","Geothermal energy","Geothermal power",1999,-38.5085,175.924,0,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Mokai,Hybrid,NULL,"Mighty River Power","Mighty River Power"
222,Ngatamariki,82,82,NULL,"in operation","Geothermal energy","Geothermal power",2013,-38.547,176.196,1,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Ngatamariki,ORC,"Ormat Technologies Inc","Mighty River Power","Mighty River Power"
223,"Kawerau (MRP)",100,100,NULL,"in operation","Geothermal energy","Geothermal power",2008,-38.0633,176.726,1,NULL,NULL,NULL,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Kawerau,"Double flash","Fuji Electric Co. Ltd.","Mighty River Power","Mighty River Power"
224,"Kawerau (Bay of Plenty)",6.4,6.4,NULL,"in operation","Geothermal energy","Geothermal power",1989,-38.0727,176.72,1,NULL,NULL,"Bay of Plenty",NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,2,Kawerau,ORC,"Ormat Technologies Inc","Bay of Plenty","Bay of Plenty"
225,Ngawha,25,25,NULL,"in operation","Geothermal energy","Geothermal power",1998,-35.4175,173.852,1,NULL,NULL,Northland,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,NULL,Ngawha,ORC,"Ormat Technologies Inc","Top Energy","Top Energy"
226,Wairakei,136,136,NULL,"in operation","Geothermal energy","Geothermal power",1958,-38.6258,176.104,1,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,NULL,Wairakei,Hybrid,NULL,"Contact Energy","Contact Energy"
227,"Poihipi Road",55,55,NULL,"in operation","Geothermal energy","Geothermal power",1997,-38.6303,176.041,1,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Wairakei,"Dry steam",NULL,"Contact Energy","Contact Energy"
228,KA24,9,9,NULL,"in operation","Geothermal energy","Geothermal power",2008,-38.0608,176.722,1,NULL,NULL,NULL,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,NULL,Kawerau,ORC,"Ormat Technologies Inc","Eastland Group","Eastland Group"
229,"Te Mihi",166,166,NULL,"in operation","Geothermal energy","Geothermal power",2014,-38.6191,176.048,1,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,NULL,Wairakei,"Double flash","Toshiba Corporation","Contact Energy","Contact Energy"
230,"Te Huka",23,23,NULL,"in operation","Geothermal energy","Geothermal power",2013,-38.6684,176.115,0,NULL,NULL,Waikato,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,1,Tauhara,ORC,"Ormat Technologies Inc","Contact Energy","Contact Energy"
231,TOPP1,25,25,NULL,"in operation","Geothermal energy","Geothermal power",2013,-38.0653,176.721,1,NULL,NULL,NULL,NULL,"New Zealand",Oceania,NULL,NULL,NULL,NULL,NULL,7,Kawerau,ORC,"Ormat Technologies Inc","Norske Skog Tasman","Norske Skog Tasman"
232,"Las Pailas I",41.5,41.5,0,"in operation","Geothermal energy","Geothermal power",2011,10.7576,-85.3574,1,NULL,NULL,Guanacaste,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Pailas,ORC,"Ormat Technologies Inc","Central American Bank for Economic Integration",ICE
233,"Miravalles Boca de Pozo",5,5,0,"in operation","Geothermal energy","Geothermal power",1994,10.6752,-85.1821,1,NULL,NULL,NULL,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Miravalles,"Back pressure",NULL,ICE,ICE
234,"Miravalles I",55,55,0,"in operation","Geothermal energy","Geothermal power",1994,10.7006,-85.1939,1,NULL,NULL,Guanacaste,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Miravalles,"Single flash","Toshiba Corporation",ICE,ICE
235,"Miravalles III",29.5,29.5,0,"in operation","Geothermal energy","Geothermal power",2000,10.7179,-85.1814,1,NULL,NULL,NULL,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Miravalles,"Single flash","Mitsubishi Group","Geoenergia de Guanacaste","Geoenergia de Guanacaste"
236,"Miravalles V",19,19,0,"in operation","Geothermal energy","Geothermal power",2003,10.6838,-85.1933,1,NULL,NULL,NULL,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Miravalles,ORC,"Ormat Technologies Inc",ICE,"Ormat Technologies Inc"
238,"Cerro Prieto I",30,150,NULL,"in operation","Geothermal energy","Geothermal power",1973,32.3935,-115.252,1,NULL,NULL,"Baja California",NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,5,"Cerro Prieto","Single flash","Toshiba Corporation",CFE,CFE
239,"Los Azufres I",85,88,NULL,"in operation","Geothermal energy","Geothermal power",1982,19.7897,-100.662,1,NULL,NULL,Michoacan,NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,1,"Los Azufres","Single flash","Mitsubishi Group",CFE,CFE
240,"Cerro Prieto II",220,220,NULL,"in operation","Geothermal energy","Geothermal power",1984,32.3935,-115.252,1,NULL,NULL,"Baja California",NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,2,"Cerro Prieto","Double flash","Toshiba Corporation",CFE,CFE
241,"Cerro Prieto III",220,220,NULL,"in operation","Geothermal energy","Geothermal power",1985,32.3935,-115.252,1,NULL,NULL,"Baja California",NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,2,"Cerro Prieto","Double flash","Toshiba Corporation",CFE,CFE
243,"Los Humeros II",53.4,53.4,NULL,"in operation","Geothermal energy","Geothermal power",2012,19.646,-97.4374,1,NULL,NULL,Tlaxcala,NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,NULL,"Los Humeros","Single flash","Alstom SA",CFE,CFE
244,"Cerro Prieto IV",100,100,NULL,"in operation","Geothermal energy","Geothermal power",2000,32.3935,-115.252,1,NULL,NULL,"Baja California",NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,4,"Cerro Prieto","Single flash","Mitsubishi Group",CFE,CFE
245,"Las Tres Virgenes",10,10,NULL,"in operation","Geothermal energy","Geothermal power",2001,26.895,-111.99,0,NULL,NULL,"Baja California",NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,1,"Las Tres Virgenes","Single flash","Alstom SA",CFE,CFE
246,"Los Azufres II",106,106,NULL,"in operation","Geothermal energy","Geothermal power",2006,19.7897,-100.662,1,NULL,NULL,Michoacan,NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,1,"Los Azufres","Single flash","Alstom SA",CFE,CFE
247,Ahuachapán,56,60,0,"in operation","Geothermal energy","Geothermal power",1975,13.9203,-89.8175,1,NULL,NULL,Ahuachapan,NULL,"El Salvador","North America",NULL,250,250,NULL,NULL,2,Ahuachapan,"Single flash","Mitsubishi Group","La Geo SA","La Geo SA"
248,Ahuachapán,28,35,0,"in operation","Geothermal energy","Geothermal power",1981,13.9203,-89.8175,1,NULL,NULL,Ahuachapan,NULL,"El Salvador","North America",NULL,250,250,NULL,NULL,1,Ahuachapan,"Double flash","Fuji Electric Co. Ltd.","La Geo SA","La Geo SA"
249,"Berlin El Salvador I",56,56,0,"in operation","Geothermal energy","Geothermal power",1999,13.525,-88.5089,1,NULL,NULL,Usulutan,NULL,"El Salvador","North America",NULL,NULL,NULL,NULL,NULL,2,Berlin,"Single flash","Fuji Electric Co. Ltd.","La Geo SA","La Geo SA"
250,"Berlin El Salvador II",44,44,0,"in operation","Geothermal energy","Geothermal power",2006,13.525,-88.5089,1,NULL,NULL,Usulutan,NULL,"El Salvador","North America",NULL,NULL,NULL,NULL,NULL,1,Berlin,"Single flash","General Electric","La Geo SA","La Geo SA"
251,"Berlin El Salvador extension",8,9.4,0,"in operation","Geothermal energy","Geothermal power",2008,13.525,-88.5089,1,NULL,NULL,Usulutan,NULL,"El Salvador","North America",2500,180,180,300,300,1,Berlin,ORC,"Fuji Electric Co. Ltd.","La Geo SA","La Geo SA"
252,Amatitlan,25.2,24,0,"in operation","Geothermal energy","Geothermal power",2007,14.4089,-90.6068,1,NULL,NULL,NULL,NULL,Guatemala,"North America",NULL,NULL,NULL,NULL,NULL,1,Amatitlan,ORC,"Ormat Technologies Inc","Empresa de Generacion de Energia Electrica del INDE","Ortitlan Ltda"
253,Orzunil,28,28,0,"in operation","Geothermal energy","Geothermal power",1999,14.7738,-91.5063,1,NULL,NULL,NULL,NULL,Guatemala,"North America",NULL,NULL,NULL,NULL,NULL,1,Zunil,ORC,"Ormat Technologies Inc","Ormat Technologies Inc","Orzunil de Electricidad Ltda"
254,"San Jacinto - Tizate 1",10,10,NULL,"in operation","Geothermal energy","Geothermal power",2005,12.6086,-86.774,1,NULL,NULL,Leon,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,1,"San Jacinto","Back pressure","Fuji Electric Co. Ltd.","Ram Power","Ram Power"
255,"San Jacinto - Tizate 2",36,36,NULL,"in operation","Geothermal energy","Geothermal power",2013,12.6086,-86.774,1,NULL,NULL,Leon,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,NULL,"San Jacinto","Single flash","Fuji Electric Co. Ltd.","Ram Power","Ram Power"
256,"San Jacinto - Tizate 3",36,36,NULL,"in operation","Geothermal energy","Geothermal power",2012,12.6086,-86.774,1,NULL,NULL,Leon,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,1,"San Jacinto","Single flash","Fuji Electric Co. Ltd.","Ram Power","Ram Power"
257,Chena,0.4,0.7,NULL,"in operation","Geothermal energy","Geothermal power",2006,65.0523,-146.054,0,NULL,NULL,Alaska,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,Chena,ORC,"Pratt & Whitney Company Inc.","Chena Power LLC",NULL
258,"McCabe (Calpine 5&6)",78,106,0,"in operation","Geothermal energy","Geothermal power",1971,38.8054,-122.809,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
259,"Ridge Line (Calpine 7&8)",69,106,NULL,"in operation","Geothermal energy","Geothermal power",1972,38.8151,-122.801,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
260,"Quicksilver (Calpine 16)",53,113,NULL,"in operation","Geothermal energy","Geothermal power",1985,38.7662,-122.707,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
261,"Lake View (Calpine 17)",52,113,NULL,"in operation","Geothermal energy","Geothermal power",1972,38.8236,-122.782,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
262,"Sulphur Springs (Calpine 14)",51,107,NULL,"in operation","Geothermal energy","Geothermal power",1980,38.7857,-122.783,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
263,"Socrates (Calpine 18)",50,113,NULL,"in operation","Geothermal energy","Geothermal power",1983,38.7685,-122.748,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
264,"Grant (Calpine 20)",43,113,NULL,"in operation","Geothermal energy","Geothermal power",1985,38.7787,-122.755,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
265,"Sonoma (Calpine 3)",42,72,0,"in operation","Geothermal energy","Geothermal power",1983,38.7904,-122.756,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
266,"West Ford Flat (Calpine 4)",24,27,NULL,"in operation","Geothermal energy","Geothermal power",1988,38.7879,-122.722,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Calpine Corp",NULL
267,"Eagle Rock (Calpine 11)",66,110,NULL,"in operation","Geothermal energy","Geothermal power",1975,38.8269,-122.8,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,Geysers,"Dry steam","Toshiba Corporation","Calpine Corp",NULL
268,"Cobb Creek (Calpine 12)",52,110,NULL,"in operation","Geothermal energy","Geothermal power",1979,38.8046,-122.784,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam","Toshiba Corporation","Calpine Corp",NULL
269,"Big Geysers (Calpine 13)",48,97,NULL,"in operation","Geothermal energy","Geothermal power",1980,38.7726,-122.729,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam","Toshiba Corporation","Calpine Corp",NULL
270,"Calistoga (Calpine 19)",66,80,NULL,"in operation","Geothermal energy","Geothermal power",1984,38.79,-122.745,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam","Toshiba Corporation","Calpine Corp",NULL
271,"Bear Canyon (Calpine 2)",14,20,NULL,"in operation","Geothermal energy","Geothermal power",1989,38.7629,-122.693,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam","Mitsubishi Group","Calpine Corp",NULL
272,"Aidlin (Calpine 1)",17,20,NULL,"in operation","Geothermal energy","Geothermal power",1989,38.8336,-122.881,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Single flash","Fuji Electric Co. Ltd.","Calpine Corp",NULL
273,NCPA1,110,110,NULL,"in operation","Geothermal energy","Geothermal power",1983,38.7516,-122.719,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Northern California Power Agency",NULL
274,NCPA2,110,110,NULL,"in operation","Geothermal energy","Geothermal power",1983,38.7486,-122.711,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"Northern California Power Agency",NULL
275,"Bottle Rock",11,55,0,"in operation","Geothermal energy","Geothermal power",2007,38.8348,-122.768,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Geysers,"Dry steam",NULL,"US Renewables",NULL
276,Amedee,1.6,1.6,NULL,"in operation","Geothermal energy","Geothermal power",1998,40.3009,-120.195,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Amedee,ORC,"Barber-Nichols Inc.","Amedee Geothermal Venture",NULL
277,"Ormesa I",14,20.7,0,"in operation","Geothermal energy","Geothermal power",1986,32.8152,-115.257,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"East Mesa",ORC,NULL,"Ormat Technologies Inc","Ormat Technologies Inc"
278,"Ormesa IE",5,11.7,0,"in operation","Geothermal energy","Geothermal power",1988,32.8043,-115.248,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"East Mesa",ORC,NULL,"Ormat Technologies Inc","Ormat Technologies Inc"
279,"Ormesa IH",6,11.8,0,"in operation","Geothermal energy","Geothermal power",1988,32.7842,-115.247,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"East Mesa",ORC,NULL,"Ormat Technologies Inc","Ormat Technologies Inc"
